mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
0.69333655,22.994007,14.383218,-374.33746,-0.018905483,-0.20415391,-0.30752182,-0.13632503,-0.009267229,0.047666043,-0.27280533,3.6688712,-1.28083,-69.373314,0.007720139,-0.088026814,-0.17875822,-0.044742357,0.021209152,-0.00035379734,-3.7218895,21.318947,-6.870074,-998.13354,-0.057039842,-0.60610527,-0.97331315,-0.35694715,-0.14540687,0.03844158
46.07778,53.265305,326.907,4106.8984,0.1773709,0.6324941,0.8884993,0.437418,0.43707716,0.1106109,3.1057453,6.3675537,23.133364,480.9043,0.014047694,0.20470983,0.3282167,0.06676155,0.103132956,0.024042943,58.734634,71.43333,440.48227,6456.7603,0.18518423,1.744542,2.2381961,0.67388606,0.87662154,0.20159034
-9.36098,0.90110445,-26.252432,-1425.8413,0.10001884,0.072529815,0.19019595,-0.08325524,0.3170122,0.12541312,0.4775337,5.4773426,3.4482553,68.93425,0.036762424,0.16166948,0.27766484,0.041092385,0.10182296,0.03026399,-14.2221985,4.1468124,-88.80446,-1232.5511,0.11174442,-0.15319663,-0.14133096,-0.21089457,0.24942933,0.11528004
44.823788,55.543285,321.5917,4005.7559,0.21493521,0.6328515,0.8888614,0.43762285,0.4455072,0.11899642,3.14291,6.5806885,23.124685,488.97058,0.029581327,0.2047918,0.32805502,0.06625388,0.10210358,0.02482989,57.28216,79.19653,437.70648,6374.8037,0.26298246,1.7603501,2.1965744,0.6887501,0.86832565,0.2091706
44.713238,54.872387,318.664,4175.022,0.098293364,0.13758102,0.79678214,0.37257683,0.0018215749,0.022747174,3.1695616,6.569064,23.083458,495.8593,0.03361717,0.12422209,0.32235178,0.07138774,0.049815673,0.014108329,55.06136,54.20718,366.64987,5639.0996,0.0016466823,0.12238238,1.2388049,0.31422645,-0.14543796,-0.014373885
-11.116366,30.108646,-67.750786,-1224.5708,0.040811263,0.034259833,0.12765747,-0.08145774,0.13968138,0.122205384,-0.08744987,6.526288,1.7464772,0.40274146,0.034527335,0.1499595,0.27570823,0.019901183,0.059071973,0.030221138,-13.943151,36.309845,-90.20639,-1552.5248,0.055586763,-0.05829036,-0.10900548,-0.17113708,0.07864748,0.14974357
45.799587,56.427174,324.3219,4098.069,0.17952998,0.6298202,0.8880386,0.43730286,0.4391144,0.093466565,3.1582959,6.4579587,23.125984,484.59802,0.022125708,0.20445332,0.3284804,0.06703176,0.10319473,0.013502196,60.01169,78.41731,442.77206,6381.827,0.21945998,1.6330422,2.1783864,0.64084715,0.85340995,0.13896461
-8.857881,10.821445,-53.585594,-1048.965,0.13890338,0.03760113,-0.281782,-0.16102473,0.31566352,0.12598203,0.26603654,6.3024487,3.813588,-6.667392,0.0370513,-0.008255859,-0.13961151,-0.042469822,0.10054759,0.024776356,-14.686041,7.946249,-121.93495,-1913.3866,0.16886184,-0.30047294,-0.7476135,-0.34084967,0.28819567,0.13144076
44.61266,57.25043,322.972,3957.9092,0.19313386,0.6326662,0.8884552,0.43746245,0.43511444,0.113117665,3.1312785,6.60489,23.127876,478.7465,0.021122131,0.20472349,0.32054618,0.064721905,0.102856494,0.023680149,59.14613,77.06852,442.52173,6508.1934,0.2282748,1.739165,2.114336,0.66735417,0.87693846,0.2053228
46.18979,54.182,326.91275,4059.4812,0.21219327,0.6326557,0.8887642,0.43762234,0.4391831,0.11082857,3.1272624,6.283522,23.124687,481.8908,0.026093792,0.20472091,0.32624754,0.06845428,0.10317392,0.021910962,58.485615,74.98046,438.65997,6327.4307,0.2462408,1.7080241,2.2052317,0.67590153,0.87390745,0.19349682
46.17368,57.847725,332.49915,4083.5925,0.20475802,0.63276327,0.88870835,0.43764976,0.441135,0.11223718,3.1181953,6.6699457,23.122337,470.79187,0.029601485,0.20479809,0.32802486,0.06961106,0.103081085,0.02511969,58.909245,78.56414,442.58313,6225.1646,0.26085508,1.7462128,2.089335,0.6872297,0.85968333,0.21130222
-11.007926,14.207598,-81.08056,-1403.0374,0.06571926,-0.11436221,-0.31038228,-0.17588164,0.17104663,0.11916393,0.09233252,6.5943074,3.9970992,-42.93453,0.03614205,-0.034053978,-0.17582725,-0.047094613,0.095239975,0.023249429,-17.63545,6.585907,-124.67973,-2149.9417,0.035304233,-0.44893304,-0.9397771,-0.4198253,0.033079714,0.1061947
45.64779,54.04435,328.4989,4038.4756,0.2042544,0.6328035,0.88857174,0.43757585,0.4470463,0.118648,3.1432188,6.5901875,23.122631,469.89972,0.027787128,0.20473182,0.3164077,0.062950075,0.10156253,0.02270057,59.825825,72.66634,438.7515,6277.2417,0.24305989,1.7166713,2.0473547,0.6594998,0.8557852,0.20182519
15.325789,45.422424,115.25341,554.6741,0.20212047,0.6304726,0.8803839,0.35783726,0.45165867,0.13329965,1.0910578,6.260874,12.88349,120.84114,0.025298307,0.2047487,0.33265665,0.06939716,0.10319996,0.029531881,17.481405,73.483444,158.30844,1319.574,0.29529124,1.7480236,2.1611812,0.5813911,0.9001719,0.2612268
44.376774,56.324516,321.67432,3834.9822,0.1931599,0.63269305,0.88849574,0.43739662,0.42771685,0.11909682,3.1471586,6.4138007,23.126173,465.72574,0.02714094,0.20480067,0.33317143,0.070409626,0.10264215,0.025606586,56.216312,78.39305,433.06125,6260.103,0.22429205,1.6796505,2.116582,0.64465725,0.8602054,0.2142964
44.95768,55.659534,325.41638,4034.5427,0.1832246,0.63264954,0.88850623,0.43742496,0.44614834,0.11236804,3.13576,6.45319,23.129456,489.23523,0.020043932,0.20470773,0.3260806,0.065580994,0.103172064,0.022939619,60.269466,74.793884,439.09018,6492.9673,0.22029208,1.7097028,2.2231355,0.650338,0.8791098,0.20227252
44.460197,52.3405,328.40417,4001.3208,0.21101555,0.63281894,0.8887838,0.43763804,0.452672,0.11732104,3.1494224,6.566753,23.127523,482.13315,0.025546031,0.20475003,0.32955918,0.07004113,0.1028403,0.0243448,58.72196,75.070496,438.15088,6265.409,0.2551329,1.7331724,2.1702294,0.6991484,0.90024775,0.19958675
-10.662875,14.892307,-73.43206,-1111.3378,0.080489315,-0.07610576,-0.27025613,-0.17703633,0.27303472,0.116048165,0.20876913,6.395408,3.7155004,-35.176,0.036751267,-0.033046156,-0.14501205,-0.04567354,0.10100495,0.01948616,-13.808973,10.448285,-136.09303,-1981.9218,0.07599105,-0.42557517,-0.9096752,-0.42648295,0.18709746,0.1038848
46.167915,57.532204,329.34146,4060.0076,0.16948625,0.632753,0.8883947,0.43739235,0.44714677,0.11612995,3.051012,6.5099697,23.131124,478.30368,0.014542288,0.20472553,0.3296667,0.06519846,0.10231084,0.02512202,60.97415,76.951485,437.39517,6471.463,0.18725984,1.7059077,2.1473458,0.64908236,0.8564792,0.21093737
41.61964,57.593052,284.79486,3975.4841,0.04573686,-0.20260553,-0.025156584,0.085608564,-0.072099224,0.0049584433,3.0035355,6.127065,22.350422,495.3932,0.013888426,-0.085461035,-0.07121329,-0.0065163993,0.004280997,-0.008048214,46.86151,64.0069,296.48172,5404.725,-0.04773864,-0.58760744,-0.35396963,-0.12894124,-0.28891876,-0.055066653
46.765182,55.7092,324.5187,4014.6729,0.19428582,0.63281506,0.8885887,0.43751547,0.44943985,0.116709925,3.1520104,6.558061,23.129436,485.42673,0.021289708,0.20474434,0.3244832,0.06744767,0.10316782,0.023825685,57.868244,79.532585,437.83124,6446.424,0.23542248,1.7669135,2.1547751,0.6661542,0.8875794,0.21287788
46.29531,57.247787,328.73633,4058.5608,0.17580982,0.6320696,0.88820827,0.43737456,0.43567884,0.102399334,3.104984,6.644003,23.129316,477.9655,0.021202607,0.20464766,0.32029268,0.06821625,0.10320191,0.017788615,59.665615,74.01732,442.7379,6475.8813,0.18979792,1.7369139,2.1531816,0.6751159,0.8844414,0.17086442
-9.518418,3.7983127,-62.22889,-1109.8186,0.16810489,0.054412626,-0.23324387,-0.16255422,0.37728608,0.13162087,0.060282804,4.812339,2.2169116,-63.473392,0.03689342,0.004942048,-0.11977014,-0.039347053,0.0994547,0.025032071,-14.256784,14.631483,-136.28781,-2016.0258,0.24290285,-0.15514714,-0.6928587,-0.30569133,0.4631574,0.13842465
-11.186774,12.653977,-78.49743,-1387.8693,0.05422848,-0.13087323,-0.3139882,-0.17374319,0.19397259,0.10015965,0.13662758,6.4149437,2.3200686,-66.9615,0.035525486,-0.04926707,-0.18043667,-0.046939734,0.09671338,0.012778854,-18.039267,5.5846767,-141.03888,-2122.457,0.01714889,-0.5972654,-1.0897824,-0.4202836,0.057848543,0.086287655
21.317753,34.358856,136.59276,2089.3875,0.11195617,-0.10838334,-0.06848554,0.019950217,0.076655746,0.036902387,2.9351907,6.6563945,21.879374,469.5857,0.035823643,-0.03396636,-0.040094554,-0.007054607,0.08972444,0.006715395,9.115928,12.752624,71.55839,407.19226,-0.010825694,-0.92399526,-0.577904,-0.3569627,-0.22673932,-0.032199174
45.811497,46.824722,322.8289,4031.3047,0.18410107,0.63267815,0.88840103,0.43745446,0.44422817,0.112661116,3.0865316,6.029245,23.128466,479.53497,0.017914852,0.20468086,0.32089046,0.06459585,0.10317653,0.022700312,59.951015,58.960026,433.08862,6429.0625,0.1982709,1.7239733,2.1124256,0.66115767,0.85379,0.18853949
46.445293,55.818207,330.16275,4089.2346,0.13413334,0.6290931,0.8879526,0.43710837,0.44812086,0.104898095,3.00724,6.4415126,23.136776,471.31583,0.0066285096,0.20466888,0.3303278,0.070586495,0.10317473,0.021641044,61.69722,76.306404,440.83328,6551.154,0.1254984,1.7687602,2.1522496,0.69265276,0.85701126,0.19247715
45.200478,55.98567,326.2698,3965.3047,0.20099874,0.63280785,0.88874507,0.43755144,0.4491916,0.12167131,3.1154635,6.589396,23.128069,482.60428,0.027627176,0.20476522,0.33241612,0.070306994,0.103191175,0.025032686,56.682594,77.116554,441.03903,6333.786,0.24515563,1.6629645,2.1450403,0.6646205,0.88988423,0.20397805
-10.14972,4.344849,-73.25323,-1207.865,0.19173123,0.07633838,-0.26443684,-0.14715065,0.352668,0.13229077,-0.27205753,5.6454883,1.9732734,-61.24969,0.03706604,0.003085743,-0.1128536,-0.037829895,0.10192585,0.024594383,-12.903946,21.163704,-122.62799,-2107.7327,0.27561262,0.020026673,-0.611924,-0.3071974,0.44752106,0.16604002
45.27245,59.25386,324.51266,3995.8037,0.20321302,0.6326968,0.88858837,0.43758392,0.44480026,0.11331072,3.1562822,6.4844847,23.124496,483.1365,0.02690195,0.20474054,0.3273908,0.06594562,0.103055045,0.024575869,60.2848,75.87821,441.5341,6405.0435,0.26924506,1.7167667,2.0698094,0.6424086,0.86091805,0.19558252
46.437054,56.07474,332.39764,4139.16,0.15174739,0.623443,0.88785464,0.4370071,0.43185335,0.0863336,2.9681556,6.154568,23.121206,485.21115,0.015312241,0.20447838,0.31311536,0.06876175,0.085591555,0.016084746,59.99275,75.62544,442.9496,6516.5415,0.176572,1.6346565,2.191748,0.6112746,0.7187572,0.1434331
-5.0821867,27.465097,-49.190544,-801.65497,0.024408042,-0.13732323,-0.31391776,-0.14321923,0.080856085,0.08905434,0.02352569,6.603725,3.1416926,-66.78323,0.026879853,-0.06686982,-0.18250082,-0.048592687,0.08381474,0.008087938,-13.27565,18.578354,-81.764206,-1870.9701,-0.017386094,-0.49669686,-0.9773423,-0.3654233,-0.050451934,0.07930815
43.5595,46.049828,325.301,4041.6257,0.16423705,0.63241553,0.8881506,0.43716612,0.4405771,0.10528548,3.0874424,6.2454414,23.13745,480.14395,0.00587122,0.20459718,0.32149434,0.070565656,0.10318885,0.022707568,58.376743,60.67629,434.70935,6500.5034,0.15490048,1.7163568,2.2157362,0.6018479,0.85908604,0.18434659
42.688904,53.4228,311.62582,3942.4478,0.18312325,0.6326281,0.88834876,0.4373607,0.4462947,0.1141325,3.168332,6.605044,23.129784,468.2129,0.021624118,0.20470986,0.32572725,0.069903046,0.10312351,0.02296759,59.066788,73.21484,436.82864,6463.7573,0.22258136,1.6893735,2.1419923,0.6894275,0.8761634,0.20593448
44.454327,57.228767,325.24612,4105.5293,0.20088036,0.63245577,0.8890756,0.43756875,0.39082173,0.11645855,3.1063776,6.573053,23.118095,486.21878,0.023411257,0.20468985,0.32960936,0.06604925,0.058527373,0.026356673,58.80959,76.36884,438.40997,6509.9053,0.25054967,1.6701938,2.2599173,0.6851764,0.632118,0.22675583
44.209393,56.401604,326.27573,3929.0137,0.1882446,0.6326824,0.8884044,0.43745303,0.44583493,0.115979314,3.140675,6.622055,23.126444,466.96606,0.026796475,0.20476379,0.33087286,0.07071196,0.102554165,0.024316488,58.657146,77.26165,439.78415,6293.009,0.23245896,1.6891029,2.034488,0.66523814,0.8630883,0.20389098
47.19612,53.139427,327.20645,4113.4824,0.13324688,0.62413824,0.8874568,0.43701416,0.43967193,0.08475867,3.077541,6.063347,23.130232,473.71368,0.009195715,0.20425619,0.31640345,0.067139156,0.10321523,0.015408214,61.95881,72.90144,438.3442,6543.519,0.12485354,1.7180898,2.1278856,0.6318127,0.8648526,0.13578202
-7.462121,41.80036,-19.814215,-593.0191,0.0794504,0.05172077,-0.004441668,-0.08988077,0.18691623,0.12074031,-0.42723083,6.4382625,-0.25838527,-50.6413,0.035772078,0.08533588,0.06810941,-0.011099268,0.059168853,0.028184945,-9.301392,61.88826,-66.77814,-972.3159,0.17198177,0.2888347,-0.17103046,-0.17138271,0.29740685,0.19096667
6.306504,13.99521,46.612568,50.8725,0.054321468,0.019078722,0.06886971,-0.03369124,0.120554395,0.06918087,0.189096,2.4422896,1.9953529,1.6300478,0.010301643,0.03689649,0.11613282,0.01727539,0.030262649,0.010890351,5.8588037,19.971977,43.373646,-62.39392,0.07071267,0.1076043,-0.02259052,-0.050208025,0.16955121,0.08490192
-9.410142,5.097634,-58.650658,-951.0461,0.17871217,0.060527448,-0.2657215,-0.17629728,0.35712436,0.1290941,0.3298893,5.596108,5.0899596,-9.089763,0.037014488,0.0122695,-0.11153218,-0.039003916,0.10150657,0.024891503,-15.215446,5.8681965,-133.73767,-1839.4935,0.20815308,-0.2283616,-0.82332915,-0.32848006,0.34101903,0.12772608
43.147144,55.381573,321.58133,4026.13,0.20970967,0.6327525,0.8886934,0.43756813,0.4461915,0.11679647,3.1546166,6.6189437,23.124512,468.45206,0.026847437,0.20479907,0.33056444,0.06796565,0.102862135,0.026072381,57.900673,77.21012,436.09464,6365.998,0.25094008,1.7543248,2.150327,0.65705687,0.8757406,0.2094001
45.151127,48.235233,319.1172,3985.5889,0.21452697,0.63287234,0.88888687,0.43767264,0.45228058,0.120455936,3.153179,6.526001,23.126856,482.46674,0.026196439,0.20475078,0.3274903,0.0667134,0.10274162,0.026120333,57.2792,61.7212,441.70648,6212.665,0.25454313,1.7035122,2.1516201,0.6830901,0.87082034,0.2021971
45.627308,55.9344,313.93002,4118.657,0.1888218,0.6327219,0.8884915,0.43749678,0.44820362,0.11303369,3.0434818,6.3773885,23.127672,459.60492,0.017013999,0.20469962,0.32394853,0.067576215,0.10294793,0.02363575,60.513382,76.61299,440.7441,6482.616,0.20685557,1.7205544,2.1962545,0.6763801,0.8784432,0.20537977
46.13461,57.74828,324.17532,4147.9053,0.15122807,0.6326233,0.8882389,0.43720427,0.43158302,0.1090768,3.033676,6.533878,23.137812,479.69962,0.008169355,0.20467915,0.323787,0.069662906,0.1026892,0.020977132,61.85125,78.08442,440.2663,6491.9146,0.14338377,1.785423,2.2307384,0.7058143,0.86269057,0.20432015
-12.922782,-0.42356637,-87.089195,-1243.1797,0.14163068,-0.037704468,-0.34189892,-0.17252254,0.35625446,0.12566584,0.09085662,5.6215844,3.083764,-44.316647,0.03694486,-0.01699882,-0.1729583,-0.04512417,0.09866945,0.022787476,-18.498892,-1.3244781,-148.96733,-2457.9348,0.147704,-0.48380074,-0.917631,-0.38802376,0.2936564,0.12240691
44.31586,57.688766,312.84128,4046.9937,0.14996658,0.63249624,0.8880904,0.43713832,0.44201547,0.10855442,3.0210855,6.5338326,23.135612,471.92615,0.007061034,0.20434144,0.32877877,0.06856377,0.10291709,0.02166493,60.516747,78.20697,441.51944,6501.1084,0.15918554,1.7610605,2.2270913,0.6624566,0.8497022,0.18980707
5.6795807,5.677031,32.3197,-87.863945,0.012724102,-0.104436904,-0.16527309,-0.08234643,0.03247836,0.04977728,-0.12764251,0.21904223,-0.41140231,-61.493076,0.0062171263,-0.057146624,-0.11532718,-0.024889598,0.011077235,0.0007804693,1.9379644,-1.949316,13.466451,-838.61194,-0.0063826446,-0.33311674,-0.5956614,-0.20281635,-0.022253394,0.044025626
44.294292,29.23273,319.02307,4046.8882,0.1493537,0.6327741,0.88795197,0.4371008,0.45082766,0.10777104,3.1572924,3.5618422,23.139286,494.4412,0.0050185635,0.20434192,0.31766194,0.07059516,0.10319036,0.021839399,59.583282,34.905968,429.81683,6455.5684,0.12130726,1.6953039,2.1962209,0.7008707,0.88070405,0.17063197
46.204594,39.330658,323.2145,4072.2769,0.21724425,0.6327967,0.8888609,0.43765405,0.44383365,0.11996824,3.1156063,6.3504667,23.123962,488.66522,0.025691357,0.20469801,0.32474807,0.06611656,0.10318702,0.024739612,59.430347,57.161926,432.13058,6327.0103,0.25090766,1.6074957,2.0910292,0.6695353,0.8584511,0.20465687
45.354702,56.10303,318.86063,3986.0073,0.20307615,0.63268363,0.88843644,0.43755326,0.44643974,0.116512194,3.1342583,6.62743,23.12194,468.36603,0.029046364,0.20475665,0.3310364,0.06575975,0.10302196,0.024713488,59.469025,78.580315,431.08423,6229.799,0.24435322,1.6489348,1.9774501,0.6546967,0.8513943,0.19577108
45.85922,55.724632,325.1487,4022.3794,0.20288481,0.6327007,0.88864774,0.4376253,0.43964964,0.11187081,3.1532419,6.5985203,23.126175,484.19138,0.028530715,0.20476177,0.32535642,0.06878581,0.1025561,0.025083564,60.100365,78.42273,441.67273,6271.0576,0.25703937,1.7076213,2.142735,0.6920344,0.86139715,0.19653508
46.198444,56.93772,322.60263,3993.6672,0.21019141,0.63269925,0.8887163,0.43762442,0.44753066,0.11293859,3.1319945,6.7016177,23.124617,475.50034,0.025989037,0.20473373,0.32728162,0.06706332,0.103176676,0.023877434,58.57124,80.693245,441.7953,6482.149,0.2580438,1.6941568,2.1561205,0.68598837,0.89507943,0.2044515
-6.0397997,35.83866,-32.697014,-767.3421,0.09610283,0.2655895,0.3743737,0.001358521,0.36226326,0.13300414,-0.3095739,5.764602,0.74025816,-54.947926,0.03229816,0.20193528,0.33382142,0.04718316,0.08230932,0.030242277,-6.355425,66.52076,-60.11388,-1115.4556,0.24651332,1.2564703,1.4241979,0.11406244,0.6035261,0.26034102
45.610752,57.502926,322.15793,4005.776,0.18798463,0.6325698,0.88849276,0.4375101,0.45026594,0.11191453,3.0274756,6.540493,23.126808,480.16003,0.02047804,0.20473437,0.3259772,0.07027585,0.10317222,0.02338494,60.244095,79.82182,442.55362,6486.89,0.2359437,1.7802147,2.1577358,0.6908411,0.88646424,0.2044084
44.76777,55.38977,325.94434,4049.4082,0.19116013,0.6328735,0.88876206,0.4375354,0.44816858,0.118001215,3.1023767,6.6202145,23.130262,477.89545,0.019174518,0.20476851,0.32906637,0.06928684,0.102821365,0.025679423,60.216553,73.10453,440.98486,6452.2495,0.23235714,1.7703403,2.2803369,0.68503356,0.89449644,0.21881673
-11.704444,-2.7041488,-81.99505,-1303.7642,0.19286302,0.007940254,-0.32680476,-0.15432908,0.36592087,0.13017413,0.3288719,5.6127334,3.0179756,-45.826595,0.037076034,-0.013523885,-0.14733085,-0.03746332,0.099365816,0.026575739,-19.435736,-7.6223145,-159.22517,-2595.3381,0.19775088,-0.4754031,-0.93744856,-0.38169256,0.2321434,0.11741032
45.440884,56.75654,325.93182,3969.0269,0.2072748,0.63281286,0.8887629,0.4375848,0.44052848,0.119402535,3.038967,6.6267176,23.12153,486.4102,0.029412324,0.20477393,0.33286044,0.0659188,0.10291716,0.024215693,58.269157,78.0434,438.36722,6291.044,0.25205427,1.682679,2.0953133,0.6836126,0.8680954,0.21051717
46.4019,55.342342,321.93198,4101.6714,0.17828824,0.63258874,0.88836277,0.43743208,0.44689044,0.109099485,3.1288977,6.4636884,23.132643,474.88696,0.016650472,0.20470586,0.32645816,0.06920531,0.10316128,0.022806004,60.595295,72.27315,439.6148,6386.8037,0.1902309,1.7140958,2.1576989,0.6343722,0.85850155,0.19686706
43.686,36.317493,325.65726,4097.63,0.1524044,0.6268732,0.88774496,0.43705338,0.43923783,0.09150899,3.1407654,5.028946,23.12703,482.1485,0.015420009,0.20310995,0.31920105,0.06731885,0.10317561,0.013593235,60.56383,49.88167,441.07013,6362.756,0.16033491,1.6778806,2.127583,0.6462221,0.8682041,0.13962616
-8.395761,39.238503,-64.995445,-1052.1561,0.023914777,-0.11222702,-0.3170343,-0.17927133,0.20304622,0.09522008,0.30285034,6.7131386,4.4002633,-43.792515,0.03230187,-0.052732103,-0.17022221,-0.048204735,0.09532816,0.013305752,-17.240347,33.71578,-120.719986,-1609.5626,0.0038303132,-0.37875363,-1.1343129,-0.4192132,0.114212245,0.08309037
